SEGMENTID,ONSTREETNAME,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
86529,WILLIAMSBRIDGE ROAD,NEILL AVENUE,RHINELANDER AVENUE,X,2017-11-30 09:37:13,2018-02-27 23:59:59,DOT IN-HOUSE PAVING
86678,WILLIAMSBRIDGE ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,X,2017-11-30 09:37:11,2018-02-27 23:59:59,DOT IN-HOUSE PAVING
88035,WILLIAMSBRIDGE ROAD,LYDIG AVENUE,NEILL AVENUE,X,2017-11-30 09:37:14,2018-02-27 23:59:59,DOT IN-HOUSE PAVING
47109,CHRISTOPHER AVENUE,BELMONT AVENUE,SUTTER AVENUE,B,2018-05-24 00:00:00,2018-05-31 23:59:59,DOT IN-HOUSE MILLING
164438,SUFFOLK STREET,EAST HOUSTON STREET,STANTON STREET,M,2018-01-12 00:00:00,2018-01-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164439,SUFFOLK STREET,EAST HOUSTON STREET,STANTON STREET,M,2018-01-12 00:00:00,2018-01-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
13204,DOUGLAS ROAD,BEND,BEND,S,2018-01-22 10:54:36,2018-02-20 23:58:59,REPAIR GAS
283149,BRYANT AVENUE,BOSTON ROAD,CROSS BRONX EXPRESSWAY,X,2018-08-03 11:27:01,2018-10-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-03-09 00:00:00,2018-06-07 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
87906,LURTING AVENUE,LYDIG AVENUE,NEILL AVENUE,X,2017-11-22 14:37:04,2018-02-19 23:59:59,DOT IN-HOUSE MILLING
87906,LURTING AVENUE,LYDIG AVENUE,NEILL AVENUE,X,2017-11-22 14:37:05,2018-02-19 23:59:59,DOT IN-HOUSE PAVING
54678,111 STREET,103 AVENUE,LIBERTY AVENUE,Q,2018-05-07 10:09:07,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
184902,FEATHERBED LANE,BEND,DR M L KING JR BOULEVARD,X,2017-10-16 06:53:26,2018-01-10 23:59:59,DOT IN-HOUSE PAVING
34247,WEST   58 STREET,7 AVENUE,BROADWAY,M,2018-03-24 00:00:00,2018-04-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
34247,WEST   58 STREET,7 AVENUE,BROADWAY,M,2018-03-24 00:00:00,2018-04-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
14051,BANK STREET,DEAD END,JERSEY STREET,S,2018-01-01 00:00:00,2018-03-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
14055,BANK STREET,DEAD END,JERSEY STREET,S,2018-01-01 00:00:00,2018-03-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
185245,50 AVENUE,213 STREET,214 STREET,Q,2017-10-20 09:58:38,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
48495,MOFFAT STREET,KNICKERBOCKER AVENUE,WILSON AVENUE,B,2017-10-31 12:32:21,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
48505,SCHAEFER STREET,IRVING AVENUE,KNICKERBOCKER AVENUE,B,2017-10-31 12:29:03,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
48507,DECATUR STREET,IRVING AVENUE,KNICKERBOCKER AVENUE,B,2017-10-31 12:26:44,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
48889,60 LANE,68 ROAD,CATALPA AVENUE,Q,2017-12-01 00:00:00,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
48892,CATALPA AVENUE,60 LANE,FRESH POND ROAD,Q,2017-12-01 00:00:00,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
164812,WEST   61 STREET,BROADWAY,COLUMBUS AVENUE,M,2018-01-13 00:00:00,2018-01-22 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164812,WEST   61 STREET,BROADWAY,COLUMBUS AVENUE,M,2018-01-13 00:00:00,2018-01-22 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164812,WEST   61 STREET,BROADWAY,COLUMBUS AVENUE,M,2018-01-13 00:00:00,2018-01-22 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164812,WEST   61 STREET,BROADWAY,COLUMBUS AVENUE,M,2018-01-13 00:00:00,2018-01-22 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
68084,46 STREET,34 AVENUE,BROADWAY,Q,2018-05-01 00:00:00,2018-06-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
54673,103 AVENUE,109 STREET,110 STREET,Q,2018-05-07 10:03:22,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
54679,103 AVENUE,111 STREET,112 STREET,Q,2018-05-07 10:03:27,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
54679,103 AVENUE,111 STREET,112 STREET,Q,2018-05-07 10:03:28,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
44764,VARICK AVENUE,FLUSHING AVENUE,IRVING AVENUE,B,2018-07-02 00:00:00,2018-07-06 23:59:59,DOT IN-HOUSE MILLING
47362,VAN SINDEREN AVENUE,NEW LOTS AVENUE,NEWPORT STREET,B,2018-05-02 00:00:00,2018-06-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-09-27 00:00:00,2018-11-14 23:58:59,CROSSING SIDEWALK
184553,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,S,2018-03-29 00:00:00,2018-06-24 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
164233,MERCER STREET,PRINCE STREET,WEST HOUSTON STREET,M,2018-02-05 00:00:00,2018-02-15 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
19824,82 STREET,18 AVENUE,19 AVENUE,B,2018-04-20 00:00:00,2018-04-27 23:59:59,DOT IN-HOUSE MILLING
164233,MERCER STREET,PRINCE STREET,WEST HOUSTON STREET,M,2018-02-05 00:00:00,2018-02-15 23:58:59,PLACE CRANE OR SHOVEL ON STREET
68134,44 STREET,30 AVENUE,30 ROAD,Q,2018-01-01 00:00:00,2018-03-11 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
229152,AVENUE H,ALBANY AVENUE,EAST   40 STREET,B,2018-11-07 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
54719,103 AVENUE,112 STREET,113 STREET,Q,2018-05-07 10:03:30,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
55868,BESSEMER STREET,116 STREET,HILLSIDE AVENUE,Q,2018-05-07 09:34:42,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
9009976,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9009976,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9009976,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9009976,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,PLACE MATERIAL ON STREET
9009976,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
9009977,FULTON STREET,CRESCENT STREET,NYCTA SUBWAY,B,2018-02-02 00:00:00,2018-02-26 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
36392,EAST   61 STREET,1 AVENUE,QUEENSBORO BRDG EXIT,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
192287,NEVINS STREET,FLATBUSH AVENUE,LIVINGSTON STREET,B,2018-04-01 00:00:00,2018-06-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
184553,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,S,2018-03-29 00:00:00,2018-06-27 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
3628,LAMOKA AVENUE,POMPEY AVENUE,WAINWRIGHT AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
55868,BESSEMER STREET,116 STREET,HILLSIDE AVENUE,Q,2018-05-07 09:34:43,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
55875,BABBAGE STREET,117 STREET,HILLSIDE AVENUE,Q,2018-05-07 09:33:02,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
9010010,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9010010,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9010010,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9010010,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE MATERIAL ON STREET
9010010,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
9010011,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9010011,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9010011,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9010011,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,PLACE MATERIAL ON STREET
9010011,EAST   98 STREET,LIVONIA AVENUE,NYCTA SUBWAY,B,2018-04-06 00:00:00,2018-04-23 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
91997,163 STREET,43 AVENUE,45 AVENUE,Q,2018-04-14 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
91997,163 STREET,43 AVENUE,45 AVENUE,Q,2018-04-14 00:00:00,2018-04-23 23:58:59,PLACE CRANE OR SHOVEL ON STREET
55875,BABBAGE STREET,117 STREET,HILLSIDE AVENUE,Q,2018-05-07 09:33:03,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
192287,NEVINS STREET,FLATBUSH AVENUE,LIVINGSTON STREET,B,2018-02-20 00:00:00,2018-04-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13206,DOUGLAS ROAD,BEND,BEND,S,2018-01-22 10:54:36,2018-02-20 23:58:59,REPAIR GAS
55892,BABBAGE STREET,85 AVENUE,116 STREET,Q,2018-05-07 09:32:57,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
55892,BABBAGE STREET,85 AVENUE,116 STREET,Q,2018-05-07 09:32:58,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
64802,HOLLIS AVENUE,209 PLACE,209 STREET,Q,2018-04-23 00:00:00,2018-05-23 23:59:59,DOT IN-HOUSE MILLING
19602,84 STREET,16 AVENUE,17 AVENUE,B,2018-04-06 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
19706,84 STREET,18 AVENUE,19 AVENUE,B,2018-04-06 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
19714,84 STREET,17 AVENUE,BAY   16 STREET,B,2018-04-06 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
19717,84 STREET,BAY   16 STREET,NEW UTRECHT AVENUE,B,2018-04-06 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
19720,84 STREET,18 AVENUE,NEW UTRECHT AVENUE,B,2018-04-06 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
55893,85 AVENUE,116 STREET,BABBAGE STREET,Q,2018-05-07 09:44:50,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
55893,85 AVENUE,116 STREET,BABBAGE STREET,Q,2018-05-07 09:44:50,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
23091,THAMES STREET,GREENWICH STREET,TRINITY PLACE,M,2018-01-07 00:00:00,2018-02-08 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
55895,BABBAGE STREET,116 STREET,117 STREET,Q,2018-05-07 09:33:00,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
55895,BABBAGE STREET,116 STREET,117 STREET,Q,2018-05-07 09:33:00,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
37216,WEST   85 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,M,2018-07-16 00:00:00,2018-07-27 23:59:59,DOT IN-HOUSE PAVING
178555,KINGSLAND AVENUE,BEND,EAST GUN HILL ROAD,X,2018-01-01 00:00:00,2018-03-11 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
51672,95 STREET,97 AVENUE,99 AVENUE,Q,2018-05-07 10:23:09,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
24303,ADAMS STREET,JOHN STREET,PLYMOUTH STREET,B,2018-01-16 00:00:00,2018-01-18 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
174259,FEATHERBED LANE,BEND,PLIMPTON AVENUE,X,2017-10-16 06:53:25,2018-01-10 23:59:59,DOT IN-HOUSE PAVING
194938,EAST  177 STREET,RANDALL AVENUE,SCHLEY AVENUE,X,2018-03-27 08:01:06,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
19480,BENSON AVENUE,15 AVENUE,BAY   10 STREET,B,2018-04-19 00:00:00,2018-04-27 23:59:59,DOT IN-HOUSE MILLING
22393,PRESIDENT STREET,COURT STREET,SMITH STREET,B,2017-10-19 15:06:14,2018-01-01 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
225056,JEFFERSON AVENUE,HOWARD AVENUE,SARATOGA AVENUE,B,2017-10-19 14:43:39,2018-01-01 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
36416,EAST   67 STREET,3 AVENUE,LEXINGTON AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
64946,HOLLIS AVENUE,211 STREET,212 STREET,Q,2018-04-23 00:00:00,2018-05-23 23:59:59,DOT IN-HOUSE MILLING
47382,HINSDALE STREET,LIVONIA AVENUE,RIVERDALE AVENUE,B,2018-03-04 00:00:00,2018-04-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
47382,HINSDALE STREET,LIVONIA AVENUE,RIVERDALE AVENUE,B,2018-03-04 00:00:00,2018-04-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
18118,BATTERY PARK VIADUCT,JOE DIMAGGIO HIGHWAY,BKLYN BATTERY TUNNEL,M,2018-02-01 00:00:00,2018-03-03 23:58:59,NYCDOT-BRIDGES RECONSTRUCTION
24304,JOHN STREET,ADAMS STREET,PEARL STREET,B,2018-01-16 00:00:00,2018-01-18 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
24318,PEARL STREET,JOHN STREET,PLYMOUTH STREET,B,2018-01-16 00:00:00,2018-01-18 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
178447,LURTING AVENUE,ESPLANADE,LYDIG AVENUE,X,2017-11-22 14:37:07,2018-02-19 23:59:59,DOT IN-HOUSE MILLING
289316,CORSON AVENUE,DANIEL LOW TERRACE,MONROE AVENUE,S,2018-06-11 00:00:00,2018-09-09 23:58:59,CONTRACT ROADWAY MILLING
238758,WEST  155 STREET,8 AVENUE,BRADHURST AVENUE,M,2018-01-10 16:16:44,2018-01-27 23:58:59,REPAIR WATER - SEWER
37310,WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,M,2018-07-16 00:00:00,2018-07-27 23:59:59,DOT IN-HOUSE PAVING
57570,BAYFIELD AVENUE,BEACH   69 STREET,BEACH   72 STREET,Q,2018-06-06 13:13:48,2018-06-09 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
192286,NEVINS STREET,FLATBUSH AVENUE,LIVINGSTON STREET,B,2018-02-20 00:00:00,2018-04-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
19821,82 STREET,19 AVENUE,20 AVENUE,B,2018-04-20 00:00:00,2018-04-27 23:59:59,DOT IN-HOUSE MILLING
47386,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,B,2018-03-04 00:00:00,2018-04-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23372,NASSAU STREET,ANN STREET,BEEKMAN STREET,M,2017-11-17 16:42:20,2018-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23372,NASSAU STREET,ANN STREET,BEEKMAN STREET,M,2017-11-17 16:42:24,2018-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
45142,GROVE STREET,IRVING AVENUE,MYRTLE AVENUE,B,2017-10-31 11:55:00,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
184553,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,S,2017-12-29 00:00:00,2018-03-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
192286,NEVINS STREET,FLATBUSH AVENUE,LIVINGSTON STREET,B,2018-01-24 12:34:16,2018-02-20 23:58:59,PLACE CRANE OR SHOVEL ON STREET
23223,VESEY STREET,CHURCH STREET,WEST BROADWAY,M,2017-11-14 00:00:00,2018-02-09 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
192287,NEVINS STREET,FLATBUSH AVENUE,LIVINGSTON STREET,B,2018-01-24 12:34:17,2018-02-20 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
184553,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,S,2018-01-24 00:00:00,2018-02-24 23:58:59,TEMPORARY CONSTRUCTION SIGNS/MARKINGS
57570,BAYFIELD AVENUE,BEACH   69 STREET,BEACH   72 STREET,Q,2018-06-06 13:13:48,2018-06-09 23:58:59,PLACE CRANE OR SHOVEL ON STREET
5549,GOETHALS ROAD NORTH,COOKE STREET,LAMBERT STREET,S,2017-10-23 11:39:09,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
60424,171 STREET,88 AVENUE,HILLSIDE AVENUE,Q,2018-05-24 06:49:36,2018-06-09 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
16243,CRESTON PLACE,BEND,BEND,S,2018-03-07 08:00:04,2018-06-04 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION WATER
16245,CRESTON PLACE,BAYVIEW PLACE,BEND,S,2018-03-07 08:00:03,2018-06-04 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION WATER
23326,FLETCHER STREET,FRONT STREET,SOUTH STREET,M,2018-10-01 00:00:00,2018-11-15 23:58:59,PLACE MATERIAL ON STREET
76563,ITHACA STREET,43 AVENUE,WHITNEY AVENUE,Q,2018-01-01 00:00:00,2018-03-11 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
76766,WARREN STREET,37 AVENUE,NYCTA SUBWAY,Q,2018-01-19 08:18:46,2018-03-11 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
22338,11 STREET,2 AVENUE,3 AVENUE,B,2018-03-27 08:08:03,2018-04-27 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
22030,26 STREET,3 AVENUE,DEAD END,B,2018-04-10 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
22030,26 STREET,3 AVENUE,DEAD END,B,2018-04-13 00:00:00,2018-04-18 23:59:59,DOT IN-HOUSE PAVING
269899,WEST   57 STREET,6 1/2 AVENUE,AVENUE OF THE AMERICAS,M,2018-10-30 16:07:03,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
164232,MERCER STREET,PRINCE STREET,WEST HOUSTON STREET,M,2018-03-05 10:24:12,2018-04-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
222271,221 STREET,108 AVENUE,DEAD END,Q,2018-03-02 00:00:00,2018-05-26 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
222290,221 STREET,108 AVENUE,DEAD END,Q,2018-03-02 00:00:00,2018-05-26 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
35054,2 STREET,54 AVENUE,BODY OF WATER,Q,2018-12-20 00:00:00,2019-03-20 23:58:59,PLACE MATERIAL ON STREET
107126,TINTON AVENUE,EAST  168 STREET,HOME STREET,X,2018-02-24 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
107126,TINTON AVENUE,EAST  168 STREET,HOME STREET,X,2018-02-24 00:00:00,2018-03-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
37126,WEST   87 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37126,WEST   87 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
37126,WEST   87 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
37231,WEST   91 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
60185,107 AVENUE,160 STREET,UNION HALL STREET,Q,2017-11-29 00:00:00,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
60575,173 STREET,103 ROAD,LIBERTY AVENUE,Q,2017-10-26 11:13:23,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
60695,173 STREET,103 ROAD,104 AVENUE,Q,2017-10-26 11:13:24,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
257193,RICHMOND TERRACE,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
51819,97 STREET,99 AVENUE,101 AVENUE,Q,2018-05-07 09:52:10,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
50671,CRESCENT STREET,BELMONT AVENUE,SUTTER AVENUE,B,2018-03-28 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE MILLING
50691,MC KINLEY AVENUE,AUTUMN AVENUE,CRESCENT STREET,B,2018-03-30 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE MILLING
50692,CRESCENT STREET,CONDUIT BOULEVARD,GLENMORE AVENUE,B,2018-03-28 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE MILLING
48326,CHESTNUT STREET,ATLANTIC AVENUE,DINSMORE PLACE,B,2018-04-11 00:00:00,2018-04-17 23:59:59,DOT IN-HOUSE MILLING
48329,CHESTNUT STREET,FULTON STREET,RIDGEWOOD AVENUE,B,2018-04-11 00:00:00,2018-04-17 23:59:59,DOT IN-HOUSE MILLING
48331,CHESTNUT STREET,DINSMORE PLACE,FULTON STREET,B,2018-04-11 00:00:00,2018-04-17 23:59:59,DOT IN-HOUSE MILLING
37231,WEST   91 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
48212,SHEPHERD AVENUE,STANLEY AVENUE,WORTMAN AVENUE,B,2018-04-09 00:00:00,2018-04-13 23:59:59,DOT IN-HOUSE MILLING
36437,EAST   71 STREET,3 AVENUE,LEXINGTON AVENUE,M,2018-06-25 00:00:00,2018-07-06 23:59:59,DOT IN-HOUSE PAVING
60069,LIBERTY AVENUE,160 STREET,GUY R BREWER BOULEVARD,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
21987,PRESIDENT STREET,HENRY STREET,HICKS STREET,B,2018-02-19 00:00:00,2018-05-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
50796,SUTTER AVENUE,LINCOLN AVENUE,SHERIDAN AVENUE,B,2018-03-23 00:00:00,2018-04-02 23:59:59,DOT IN-HOUSE MILLING
50800,SUTTER AVENUE,ELDERT LANE,GRANT AVENUE,B,2018-03-23 00:00:00,2018-04-02 23:59:59,DOT IN-HOUSE MILLING
37544,EAST   78 STREET,3 AVENUE,LEXINGTON AVENUE,M,2018-02-26 00:00:00,2018-03-28 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
161812,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161812,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
161812,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
161813,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161813,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
161813,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
161814,32 STREET,3 AVENUE,4 AVENUE,B,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37231,WEST   91 STREET,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-06-30 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164536,WEST   20 STREET,HIGH LINE,11 AVENUE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164536,WEST   20 STREET,HIGH LINE,11 AVENUE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164654,WEST   35 STREET,9 AVENUE,LINCOLN TUNNEL ENTRANCE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164654,WEST   35 STREET,9 AVENUE,LINCOLN TUNNEL ENTRANCE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164654,WEST   35 STREET,9 AVENUE,LINCOLN TUNNEL ENTRANCE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164900,WEST   75 STREET,BROADWAY,WEST END AVENUE,M,2018-03-03 00:00:00,2018-03-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
